83,49,7,4,14
79,22,64,81,76
38,13,81,0,49
67,28,29,52,34
53,18,54,67,70
54,59,57,7,99
99,87,17,55,18
1,2,93,35,87
24,92,89,37,46
50,41,76,90,85
1,85,56,29,28
48,84,54,61,22
52,87,81,28,56
96,93,14,66,47
33,3,54,99,83
16,80,75,79,24
43,89,70,62,59
98,79,28,77,97
23,15,99,11,47
30,97,71,62,55
5,75,86,50,12
80,13,92,0,1
80,68,23,65,19
63,88,14,3,95
11,27,83,48,40
84,56,13,62,32
51,6,38,41,0
55,95,12,40,76
38,94,28,70,19
55,85,65,80,38
49,26,68,6,23
68,13,90,46,20
52,44,55,56,84
52,89,55,0,30
27,41,0,31,29
4,9,49,97,79
43,57,9,7,85
24,97,5,43,89
5,0,78,9,28
88,17,21,95,81
81,36,43,50,20
72,42,46,88,97
6,76,31,78,91
13,56,51,64,82
86,39,68,98,53
27,62,86,67,26
17,25,47,12,58
22,91,56,59,87
88,62,49,97,93
74,96,60,61,81
93,40,75,1,33
31,83,69,76,25
21,42,29,30,50
81,56,97,31,9
34,94,13,20,70
95,13,89,70,60
33,13,57,3,40
16,33,3,60,88
85,28,65,52,76
42,98,62,73,38
68,55,0,6,21
45,90,78,20,70
53,3,2,8,70
97,56,37,98,70
67,74,25,91,60
89,50,14,56,15
1,39,78,34,36
45,56,35,99,21
83,71,21,10,6
48,84,79,85,60
64,2,33,74,82
43,69,1,73,14
74,12,9,17,90
55,68,64,27,17
77,80,29,63,65
43,44,64,9,68
51,78,69,26,89
55,18,29,78,2
7,18,56,1,89
18,81,28,99,66
6,32,63,78,80
3,43,13,68,78
31,27,81,83,59
77,72,34,55,12
88,34,24,35,75
60,28,7,14,99
32,0,63,5,12
72,1,60,44,48
7,37,75,85,60
91,2,94,55,37
44,24,78,20,1
8,17,39,59,12
24,46,69,19,4
97,16,68,67,57
18,91,40,89,78
22,87,78,53,93
12,8,48,61,70
83,97,86,8,67
29,80,23,77,4
62,42,67,50,34
52,56,74,78,80
41,92,75,39,37
41,40,19,48,97
37,49,32,33,35
43,65,49,90,75
89,45,8,28,19
71,21,0,45,19
22,77,51,28,90
46,24,87,95,39
98,59,10,77,57
15,48,83,46,85
60,11,28,18,43
10,60,28,13,63
44,8,35,7,21
10,39,51,85,99
61,60,86,25,39
98,55,42,31,80
11,20,92,52,35
74,62,88,35,46
51,94,0,61,40
3,27,68,48,71
65,91,97,28,74
7,58,53,8,44
5,50,0,93,38
97,76,36,77,95
24,27,42,93,38
41,37,90,63,35
15,87,63,20,44
12,16,90,38,50
70,60,76,49,40
67,15,76,92,17
35,84,66,75,72
73,80,21,37,90
97,82,88,26,92
84,34,53,96,41
32,45,53,85,89
27,83,91,87,89
46,36,90,9,73
79,92,14,9,70
28,54,77,56,39
5,77,86,53,20
23,25,41,98,31
11,7,64,22,83
50,15,25,80,52
30,14,65,22,6
31,67,57,48,90
66,41,49,12,68
93,23,84,56,37
94,37,55,35,38
72,23,71,26,11
57,44,31,22,8
11,86,65,6,57
2,60,54,64,8
51,37,5,20,82
73,38,56,34,16
35,65,67,22,73
68,55,33,10,45
71,12,9,30,44
51,81,59,29,9
72,85,97,18,94
30,89,66,72,65
71,30,53,33,86
92,99,86,33,70
73,89,68,98,16
85,99,98,52,23
32,70,78,15,85
95,22,15,78,92
19,91,80,31,99
46,76,22,65,53
95,68,76,88,92
53,67,69,66,76
46,82,95,3,15
45,62,49,36,96
21,37,92,78,56
1,50,35,80,47
32,18,52,23,46
98,34,0,7,15
24,70,91,29,55
33,45,26,53,41
83,21,34,56,11
51,87,61,71,84
23,95,3,98,82
21,42,47,18,88
45,8,68,42,15
23,21,60,79,3
89,68,91,58,83
9,69,53,30,85
77,97,84,42,3
3,21,50,24,46
79,29,10,76,87
14,89,22,40,23
35,67,30,95,51
33,68,66,9,38
60,35,59,20,49
69,34,7,1,95
85,48,41,98,65
61,48,53,37,32
84,89,17,11,5
44,88,32,20,25
16,41,89,34,54
46,90,67,91,6
92,31,53,69,60
76,15,78,46,53
43,33,27,69,79
33,89,85,28,53
0,92,84,98,3
70,82,17,23,53
80,1,68,38,8
29,66,23,57,6
80,18,94,8,38
58,77,65,68,69
19,30,69,26,48
36,32,17,35,9
3,26,49,43,61
87,96,83,15,22
87,21,25,96,45
39,55,34,50,97
0,29,74,35,73
62,55,37,25,29
47,67,75,97,2
43,44,2,57,68
52,34,56,68,78
20,99,65,63,98
22,77,13,49,74
56,29,96,44,34
96,91,44,11,76
13,1,87,0,14
81,79,55,76,75
25,77,66,19,14
55,50,28,96,12
69,52,51,59,0
62,26,68,66,86
69,95,17,58,94
88,82,49,91,36
70,82,65,21,62
37,9,26,16,42
1,57,60,36,72
69,47,34,87,31
6,92,16,65,53
10,63,9,67,58
65,14,73,68,10
9,85,39,32,93
93,46,13,30,54
81,53,50,20,59
63,90,95,84,7
71,80,16,52,27
23,2,52,72,1
63,26,36,27,2
12,46,43,14,73
52,13,57,65,27
76,55,50,10,94
20,50,66,59,78
74,98,81,75,92
1,15,44,8,57
52,98,51,41,58
18,40,59,35,46
95,54,75,39,66
57,22,36,25,35
19,85,21,73,15
79,28,56,92,29
76,3,46,32,72
12,4,49,81,91
18,19,72,73,34
16,25,27,52,76
62,58,19,96,90
66,50,10,54,16
89,84,24,77,28
70,18,94,69,87
72,86,29,47,37
86,56,12,82,28
49,64,27,39,68
92,97,65,96,37
33,70,56,95,24
25,72,19,23,42
17,95,97,62,48
63,56,20,77,38
95,67,1,48,87
19,91,23,3,95
53,75,78,23,28
22,63,14,76,48
2,17,12,99,3
45,95,79,86,73
65,99,76,78,23
69,7,62,17,22
44,11,72,92,10
61,60,96,13,78
67,7,26,62,68
72,3,1,74,82
53,86,74,43,41
20,97,7,78,96
76,28,4,36,66
47,54,78,93,12
10,24,93,87,95
93,92,9,81,33
94,69,19,42,59
46,24,23,49,51
61,69,5,94,58
30,84,46,88,38
68,42,45,38,40
45,90,70,99,89
59,50,20,2,33
18,48,54,6,47
68,1,12,84,33
60,98,38,87,92
36,20,38,86,82
90,51,66,88,43
37,2,89,0,57
77,22,71,92,97
80,49,18,67,83
50,7,94,89,5
13,7,8,60,94
19,92,80,81,12
37,96,25,69,98
41,29,86,76,53
2,22,55,90,14
90,3,59,67,85
38,87,70,92,77
27,73,7,36,5
52,2,82,11,67
45,68,30,25,34
49,0,28,6,97
77,57,18,25,2
84,71,53,68,3
55,46,27,10,36
96,33,42,12,73
95,79,41,27,87
19,32,21,5,7
73,89,28,24,96
11,44,45,1,59
56,35,30,69,31
35,42,93,73,37
76,34,38,57,99
14,65,92,78,89
98,66,42,33,67
10,15,79,42,90
72,89,84,58,47
48,59,57,64,19
11,13,70,95,96
29,75,84,12,67
36,98,10,91,53
6,26,97,30,16
4,19,32,37,8
62,61,1,29,32
54,9,84,97,69
8,57,75,41,5
32,95,59,29,2
56,51,41,18,11
64,44,84,99,25
96,80,72,42,76
92,74,46,86,23
50,67,81,32,29
25,18,14,28,32
9,50,67,54,15
66,37,82,99,47
60,72,0,22,77
19,37,85,30,33
41,50,91,57,45
74,55,11,5,40
30,52,86,20,81
89,83,59,46,90
13,92,72,78,93
64,20,0,57,80
54,69,35,2,71
19,5,56,62,42
87,96,38,41,79
10,27,49,93,28
18,47,33,81,16
47,85,3,39,10
78,45,52,47,38
38,77,40,22,50
46,90,1,54,27
31,49,36,8,35
87,99,24,28,4
96,34,9,5,16
13,62,46,9,28
7,13,85,57,55
21,39,62,32,90
58,6,55,4,78
29,20,12,96,92
42,92,45,99,14
8,50,10,99,82
51,34,80,41,25
44,67,95,14,82
38,23,65,73,67
31,68,72,80,24
43,17,14,51,81
78,44,63,87,99
24,99,17,57,80
26,24,91,69,81
54,97,92,63,13
9,25,19,69,55
26,0,95,56,32
26,94,39,29,55
7,46,65,60,47
86,77,18,45,2
75,21,88,59,60
50,44,14,7,49
80,92,38,62,64
74,50,86,24,94
2,68,77,11,76
66,74,24,73,56
71,89,17,64,41
63,73,87,27,81
27,82,76,52,66
31,80,33,81,23
95,14,27,54,90
40,17,63,80,85
40,38,47,83,17
76,16,63,92,22
50,14,27,13,12
43,74,83,49,79
43,69,8,31,90
87,6,52,1,76
88,40,9,90,25
99,42,57,32,73
11,53,90,81,70
24,18,93,40,28
7,28,65,20,83
31,83,72,5,52
62,28,25,35,90
95,76,82,42,22
16,76,33,27,91
20,65,29,0,55
49,21,18,3,14
71,53,55,2,87
28,60,87,45,85
61,52,75,1,76
16,7,23,46,28
23,40,76,43,27
72,29,3,38,83
99,78,60,39,52
50,39,4,55,9
83,97,51,67,52
16,10,59,61,67
32,99,38,20,40
53,19,98,75,87
39,82,98,27,15
36,85,51,33,45
75,84,71,0,42
72,87,26,50,47
55,43,8,48,67
27,57,39,89,19
74,68,38,19,25
1,90,86,23,48
35,36,75,82,53
20,33,69,4,41
3,43,94,77,16
89,53,20,39,74
23,21,22,26,8
57,41,59,66,36
51,93,83,53,38
3,39,92,99,75
30,91,53,70,2
34,66,33,69,17
72,21,39,0,97
95,86,66,99,72
85,84,93,69,37
30,35,7,9,77
93,83,68,21,14
5,2,90,74,45
17,20,48,34,90
44,91,74,37,70
14,32,53,19,20
25,62,4,38,27
53,13,81,5,97
88,81,5,76,17
95,6,84,35,41
97,1,12,72,77
85,48,42,28,50
57,5,7,74,53
53,63,30,36,55
69,25,74,13,46
93,3,7,2,73
1,72,52,67,68
16,40,42,56,86
25,85,65,11,19
9,42,12,13,51
30,29,31,61,39
11,38,88,98,96
52,36,19,46,22
63,83,15,95,73
97,78,21,76,41
24,36,17,11,27
87,68,10,46,21
47,96,3,37,18
29,6,60,19,9
73,59,41,94,76
86,37,52,3,72
