37,15,21,36,26
41,29,9,45,13
43,37,9,12,25
25,20,29,35,9
5,37,46,49,32
26,2,29,5,23
5,40,3,18,37
43,7,2,33,37
32,17,3,40,29
38,11,23,37,33
27,0,43,32,6
2,36,42,25,12
32,34,37,14,28
23,2,14,7,6
19,11,40,23,47
9,30,36,33,24
48,38,40,14,0
20,44,12,32,19
16,1,31,22,4
13,0,44,29,49
1,37,10,6,36
23,36,17,41,3
32,14,18,43,12
34,10,24,5,30
2,44,7,3,21
38,17,0,37,25
28,20,40,39,43
26,23,25,33,12
7,9,48,45,44
21,13,0,17,15
7,39,15,28,24
15,23,28,27,42
13,0,20,14,10
10,42,6,47,30
38,16,31,37,0
18,20,45,4,11
39,43,5,0,48
12,9,0,24,41
28,36,32,7,47
33,30,9,41,44
2,46,12,21,28
6,15,32,31,17
22,38,27,15,43
8,44,36,43,22
21,2,12,28,46
32,48,9,17,19
43,45,20,29,25
43,49,10,2,44
27,22,48,19,38
34,47,36,49,5
48,27,44,2,14
11,37,22,20,26
32,6,18,4,10
26,13,25,2,5
3,24,20,45,28
9,36,29,21,0
32,0,25,23,24
27,48,33,13,17
20,4,26,42,3
33,32,29,37,49
0,41,16,18,3
14,30,32,3,19
37,5,44,49,19
7,47,29,17,6
43,28,35,14,6
34,38,18,29,26
47,31,17,29,30
2,42,23,49,29
46,27,16,35,3
27,43,34,48,1
36,29,40,1,42
18,26,32,33,2
34,0,45,41,25
31,49,19,27,47
38,42,17,20,9
3,12,47,13,33
46,27,43,15,47
19,28,12,43,24
16,33,10,12,13
46,45,11,36,32
35,13,37,20,25
30,16,29,35,25
35,25,30,33,2
47,34,13,48,30
16,21,13,11,36
39,30,40,19,3
0,7,26,14,28
0,10,38,47,6
21,27,46,33,9
28,41,14,3,39
16,30,19,24,49
11,17,6,20,5
14,9,29,4,2
42,33,18,15,27
40,22,5,29,47
45,25,22,36,49
14,22,9,46,45
16,27,33,43,10
24,19,23,18,26
23,48,34,16,37
47,8,29,26,15
13,19,30,10,17
2,3,19,33,27
21,29,24,37,22
30,40,19,37,5
0,41,46,12,26
20,16,44,12,38
40,2,13,4,3
27,33,49,47,15
28,12,36,2,9
29,21,11,31,7
13,18,3,39,27
25,15,26,0,48
14,41,32,48,6
13,46,37,31,7
48,33,49,7,20
3,1,22,9,16
8,12,42,23,11
30,6,3,23,40
43,21,28,35,24
41,20,42,6,39
28,49,43,44,16
11,30,33,49,15
20,47,21,14,29
29,15,49,14,26
38,8,34,15,21
9,43,3,17,48
14,42,48,26,15
0,36,16,43,2
11,29,9,35,38
39,47,46,34,45
39,22,29,34,13
11,32,36,37,30
15,38,40,37,28
21,40,1,11,49
32,43,28,7,40
23,0,40,4,8
41,27,26,3,47
1,48,46,4,35
23,39,3,30,9
37,7,0,14,27
29,30,1,17,38
8,31,37,40,30
13,1,7,15,43
44,39,6,3,25
40,34,5,31,42
47,30,25,27,16
11,14,47,44,24
22,28,34,6,30
16,34,6,27,33
18,31,43,9,10
10,8,47,28,15
10,35,0,16,3
18,9,38,15,40
