4,21,16,20,35
22,8,0,46,33
40,46,11,27,14
48,27,18,47,29
13,14,43,23,40
29,2,21,14,8
34,24,33,18,7
20,27,2,31,22
48,20,8,24,26
6,39,7,27,36
25,8,36,5,30
40,23,13,35,48
21,9,1,6,47
46,35,25,33,17
9,16,42,44,7
17,26,12,10,18
39,23,22,9,15
0,47,49,36,39
26,49,27,46,42
25,33,18,28,6
6,1,18,43,39
12,27,4,2,3
44,9,18,6,40
8,17,33,45,7
9,45,11,13,24
8,39,31,37,25
29,25,1,32,14
38,44,10,14,16
42,39,34,18,25
3,32,4,45,20
44,9,18,28,17
20,21,29,36,4
12,37,10,7,45
31,15,14,32,28
22,39,31,8,48
5,30,39,42,37
36,3,7,33,17
29,23,4,37,9
36,3,49,27,2
4,11,20,15,12
19,42,45,8,22
29,37,33,36,26
35,29,15,19,0
41,31,43,11,33
3,40,32,6,19
9,0,39,27,19
25,1,29,39,7
46,11,26,45,37
43,8,4,2,13
28,30,10,47,40
34,32,48,31,27
35,11,17,42,5
20,33,32,42,47
35,14,39,42,34
35,45,5,22,27
45,32,13,39,7
28,5,16,48,20
18,0,24,33,7
30,20,21,11,27
23,44,13,11,9
25,32,8,16,42
5,23,22,10,19
17,18,7,35,23
3,41,47,48,11
32,14,31,44,35
7,47,42,14,19
33,2,23,28,10
25,9,27,16,15
6,45,48,46,42
22,10,32,27,2
5,8,9,25,10
26,38,0,39,21
48,20,22,6,4
15,36,26,4,32
23,2,20,29,42
19,43,9,8,37
30,2,25,8,5
32,44,40,14,0
11,27,16,48,19
0,11,30,48,39
31,13,45,33,30
12,1,39,2,49
3,20,11,16,18
9,11,35,36,15
43,16,41,26,2
46,45,9,14,35
8,44,35,4,46
41,45,5,14,38
40,9,34,13,19
44,18,15,11,33
44,15,22,24,45
43,27,44,13,8
8,15,5,35,11
22,5,9,20,10
40,19,24,33,17
28,8,43,4,40
34,0,26,9,14
43,41,0,45,20
17,38,13,19,39
38,30,34,26,11
17,36,4,45,39
