34,11,18,37,13
1,40,35,18,38
9,24,8,4,36
1,24,5,48,8
1,22,3,16,11
9,1,37,30,43
40,23,3,34,35
14,13,49,25,12
19,43,45,4,13
8,40,15,10,35
6,47,11,23,40
33,36,49,44,4
41,13,4,35,7
5,35,0,7,25
8,3,11,39,20
3,14,20,18,28
26,16,23,18,14
0,31,37,44,35
27,46,25,49,4
30,47,18,0,40
27,26,49,29,47
39,23,24,29,45
16,1,6,39,36
9,47,37,21,22
5,16,23,42,14
10,27,24,17,2
8,11,4,3,45
25,19,11,17,23
19,16,20,41,9
9,38,39,43,31
40,8,16,13,23
36,31,26,35,38
33,7,21,24,31
41,5,11,39,15
23,35,1,21,10
35,33,31,17,24
20,39,6,17,16
10,16,21,22,38
39,38,47,18,15
24,15,34,19,35
33,3,47,7,31
6,48,35,38,12
33,21,43,6,5
27,25,2,18,8
43,32,40,26,2
47,46,19,42,45
0,22,2,48,25
34,24,30,17,7
44,18,39,6,34
26,25,16,28,20
41,47,1,2,13
21,46,24,0,48
21,0,30,10,7
17,0,49,21,16
23,9,2,35,27
7,33,47,19,49
7,19,32,30,0
22,2,1,42,33
19,0,16,49,26
41,6,16,48,45
13,7,43,45,11
45,3,20,6,12
17,36,32,45,7
43,0,7,44,48
19,1,8,44,42
23,2,25,37,8
29,12,42,24,19
2,13,8,33,5
23,37,39,49,26
0,13,33,23,1
4,8,27,16,12
16,20,37,9,5
26,49,41,15,10
29,38,39,36,23
29,40,26,38,0
45,15,29,11,49
32,39,47,2,24
47,49,36,6,2
24,9,20,0,13
32,40,37,13,43
25,39,47,15,27
47,24,41,17,29
7,48,37,11,2
26,17,47,18,7
25,10,7,33,29
4,14,46,28,7
9,44,19,37,45
43,22,8,10,38
4,41,14,15,17
18,22,23,20,21
15,31,24,1,46
12,29,30,1,17
36,0,35,10,5
43,37,33,26,46
0,11,3,49,32
37,7,34,24,3
2,30,23,45,44
7,35,16,4,19
3,48,38,36,45
23,22,29,44,21
5,22,20,47,3
38,15,29,32,43
15,3,37,47,21
10,35,7,46,18
42,3,8,9,29
13,6,5,33,27
33,16,28,19,10
12,11,28,48,24
44,10,20,37,28
35,31,6,40,10
11,49,33,25,27
27,20,47,8,0
1,27,18,38,26
29,18,23,2,15
35,23,21,29,0
22,29,23,40,28
46,1,31,2,20
2,12,17,10,37
12,6,40,5,17
47,37,18,7,23
6,31,21,35,30
6,43,27,28,34
17,46,10,6,3
47,38,13,18,27
14,24,40,11,9
30,49,25,15,0
30,18,7,16,46
